"artist";"year";"song_name";"lyrics";"lyrics_cleaned"
"Elisabeth Andreassen";2011;"Vaken i en dröm";"När en ny dag väcks till liv
Just när natten har fått ge vika
Och jag tänker på allting jag gjort
Från ett barn till den jag är nu
På min resa har jag känt
Inte alltid man var't tillräcklig
Men jag har förstått nu efteråt
Att jag gjort allt så gott jag kan
Som i en dröm
Där himlens alla stjärnor flyr sin väg
Bort med natten
Min dröm där inget är för evigt
Men min själ har fått ro
Jag är tacksam för det här
Allt den glädje jag fått uppleva
Även sorger och ett tungt farväl
Det har gjort mig till den jag är
Känner vinden i mitt hår
Känner storhet i att få leva
Har en visshet om den väg jag går
Och en dag ska jag komma fram
Som i en dröm
Där himlens alla stjärnor flyr sin väg
Bort med natten
Min dröm där inget är för evigt
Men min själ har fått ro
Och en ny dag väcks till liv
Just när natten har fått ge vika
Allting vaknar upp på nytt igen
Jag är vaken mitt i en dröm";"När en ny dag väcks till liv
Just när natten har fått ge vika
Och jag tänker på allting jag gjort
Från ett barn till den jag är nu
På min resa har jag känt
Inte alltid man var't tillräcklig
Men jag har förstått nu efteråt
Att jag gjort allt så gott jag kan
Som i en dröm
Där himlens alla stjärnor flyr sin väg
Bort med natten
Min dröm där inget är för evigt
Men min själ har fått ro
Jag är tacksam för det här
Allt den glädje jag fått uppleva
Även sorger och ett tungt farväl
Det har gjort mig till den jag är
Känner vinden i mitt hår
Känner storhet i att få leva
Har en visshet om den väg jag går
Och en dag ska jag komma fram
Som i en dröm
Där himlens alla stjärnor flyr sin väg
Bort med natten
Min dröm där inget är för evigt
Men min själ har fått ro
Och en ny dag väcks till liv
Just när natten har fått ge vika
Allting vaknar upp på nytt igen
Jag är vaken mitt i en dröm"
"Sanna Nielsen";2011;"I'm in Love";"Now I know
Yes, it's here I belong
By your side, in your arms
You are my destiny
You are my light, shining so bright
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
Now it's time
I have made up my mind
No more reasons to cry
Loving you endlessly
You are my light, shining so bright
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
Stick
Yes, from the start
You reached so deep, into my heart
How could I live without you
I want you, I need you forever
I give you
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love, baby I'm in love";"Now I know
Yes, it's here I belong
By your side, in your arms
You are my destiny
You are my light, shining so bright
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
Now it's time
I have made up my mind
No more reasons to cry
Loving you endlessly
You are my light, shining so bright
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
Stick
Yes, from the start
You reached so deep, into my heart
How could I live without you
I want you, I need you forever
I give you
CHORUS:
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love
Every day and every night
Always 'til the end of time
I'm in love, baby I'm in love
All my love I give to you
All I do I do for you
I'm in love, baby I'm in love, baby I'm in love"
"The Moniker";2011;"Oh My God!";"Oh my god
You're such a beautiful surprise, girl
Oh, I cannot get enough
Want to explore the world with you (you), you (you)
You're the only reason that I'm here
Yea-eh-eh
Every day I think about you and I know why
In this world there are no words for me to explain my feelings for you
You're my queen, I'm your king
You're the words and I'm your favourite tune
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
My intuition tells me you're the one forever
I can see my self in bed with you when I am sixty-two
Ooh, when you look at me and feel so god damn free
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh (oh)
Oh (oh)
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-o-o-o-o-o-o-over)";"Oh my god
You're such a beautiful surprise, girl
Oh, I cannot get enough
Want to explore the world with you (you), you (you)
You're the only reason that I'm here
Yea-eh-eh
Every day I think about you and I know why
In this world there are no words for me to explain my feelings for you
You're my queen, I'm your king
You're the words and I'm your favourite tune
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
My intuition tells me you're the one forever
I can see my self in bed with you when I am sixty-two
Ooh, when you look at me and feel so god damn free
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh (oh)
Oh (oh)
Oh my god, oh my god
It's a wonderful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-over)
Oh my love, oh my love
You're such a beautiful surprise
I'm in love, I'm in love
And I cannot get enough
Ooh la la, ooh la la
Don't ever want this to be over
(This to be o-o-o-o-o-o-o-over)"
"Anniela";2011;"Elektrisk";"(Elektrisk)
(Elektrisk)
Känner naken hud så tätt intill men ingen klagar
Som en ormgrop trotsar vi gravitationens lagar
Rummet fylls av energi av alla heta kroppar
Blodet rusar, i min panna börjar svetten droppa
Luften vibrerar i kväll
Det gör mig irrationell
Helt galet, spänningen är total
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu
Skakar stressen av mig, lämnar alla tunga tankar
Känner hur musiken dunkar och mitt hjärta bankar
Ingenting kan få mig ur balans, jag tar kontrollen
Har aldrig träffat någon annan som kan matcha rollen
Luften vibrerar i kväll
Det gör mig irrationell
Helt galet, spänningen är total
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu
Om du vill nå mig, om du vill få mig
Om du vill ha mig, om du vill ta mig
Om du vill va' mig, om du vill leva drömmen
Om du vill ge mig, om du vill se mig
Måste du be mig
Bara tillsammans kan vi leda strömmen
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu";"(Elektrisk)
(Elektrisk)
Känner naken hud så tätt intill men ingen klagar
Som en ormgrop trotsar vi gravitationens lagar
Rummet fylls av energi av alla heta kroppar
Blodet rusar, i min panna börjar svetten droppa
Luften vibrerar i kväll
Det gör mig irrationell
Helt galet, spänningen är total
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu
Skakar stressen av mig, lämnar alla tunga tankar
Känner hur musiken dunkar och mitt hjärta bankar
Ingenting kan få mig ur balans, jag tar kontrollen
Har aldrig träffat någon annan som kan matcha rollen
Luften vibrerar i kväll
Det gör mig irrationell
Helt galet, spänningen är total
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu
Om du vill nå mig, om du vill få mig
Om du vill ha mig, om du vill ta mig
Om du vill va' mig, om du vill leva drömmen
Om du vill ge mig, om du vill se mig
Måste du be mig
Bara tillsammans kan vi leda strömmen
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå
Elektrisk, elelektrisk, så elektrisk
Låter kroppen gå nu
Jag är ren energi
Bara här under lampornas sken är jag fri
Elektrisk, elelektrisk, så elektrisk
Känner pulsen slå nu"
"Christian Walz";2011;"Like Suicide";"Saying I love her, won't get me sober
This is the point of no return
She's like a fever, I can't defeat her
I guess I love the way it burns
But tonight, I'm letting it hurt
Cause I'm going in under
Nothing's like being with her, with her
She's like suicide but it feels alright
I could die today, give my life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
I'm on the needle, I know it's lethal
But it's the only remedy
I'm crossing over each time I'm hold her
But it's the weapon that I need
Nothing's like being with her, with her
She's like suicide but it feels alright
I could die today, give my life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
Oh, oh
I guess I love the way it burns
Oh, oh
I guess I love the way it burns
Oh, oh
She's like suicide but it feels alright
I could die today, give my love life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
She's like suicide alright";"Saying I love her, won't get me sober
This is the point of no return
She's like a fever, I can't defeat her
I guess I love the way it burns
But tonight, I'm letting it hurt
Cause I'm going in under
Nothing's like being with her, with her
She's like suicide but it feels alright
I could die today, give my life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
I'm on the needle, I know it's lethal
But it's the only remedy
I'm crossing over each time I'm hold her
But it's the weapon that I need
Nothing's like being with her, with her
She's like suicide but it feels alright
I could die today, give my life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
Oh, oh
I guess I love the way it burns
Oh, oh
I guess I love the way it burns
Oh, oh
She's like suicide but it feels alright
I could die today, give my love life away
She's like suicide but I just can't fight
Her gravity tonight
She's like suicide alright
She's like suicide all night
She's like suicide alright"
"Linda Sundblad";2011;"Lucky You";"Vers 1
I see you look me up and down
I bet you think I'm out of reach but I'm here right now
And then I look into your eyes
And you look down but peak back up
To find I'm still around
I feel a thing I never felt before
How could this happen? I was so secure
And you don't have a clue
Just what I'm 'bout to do
Guess who won the lottery?
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you
Vers 2
But wait a minute, Am l aloud to feel this way
And if it's all inside my head
Then I am sorry, but I'll think
I gotta tell you straight
I feel a thing I never felt before
Almost impossible to ignore
And I don't give a damn
It's all part of the plan
Guess who won the lottery?
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you
I played my cards, and I have delt my heart
If this is meant to be ill leave it up to you
Ooa, Ooa Lucky you
Ooa, Ooa Lucky you
I'll let you dive and Swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you";"Vers 1
I see you look me up and down
I bet you think I'm out of reach but I'm here right now
And then I look into your eyes
And you look down but peak back up
To find I'm still around
I feel a thing I never felt before
How could this happen? I was so secure
And you don't have a clue
Just what I'm 'bout to do
Guess who won the lottery?
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you
Vers 2
But wait a minute, Am l aloud to feel this way
And if it's all inside my head
Then I am sorry, but I'll think
I gotta tell you straight
I feel a thing I never felt before
Almost impossible to ignore
And I don't give a damn
It's all part of the plan
Guess who won the lottery?
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you
I played my cards, and I have delt my heart
If this is meant to be ill leave it up to you
Ooa, Ooa Lucky you
Ooa, Ooa Lucky you
I'll let you dive and Swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
I'm about to fill your cup
I'll let you dive and swim in my ocean
Tonight, tonight my heart is wide open
Lucky, lucky you
I'm about to hit you up
Lucky, lucky you
Lucky, lucky me
Lucky you"
"Simon Forsberg";2011;"Tid att andas";"Som en sommarnattshimmel
Står jag andlös och fri
I en solnedgångs skimmer
Blev det sant, blev det vi
Allting blev så lugnt
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Låta känslor gro
Tid att andas, tid att tro
Ta mitt hjärta försiktigt
Låt det hinna förstå
Att det blev vi två
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Låta känslor gro
Tid att andas, tid att tro
Tänk att första kärleken blev allt
Tänk att drömmarna blev sanna
Ingen kommer nånsin älska mer än mig
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Tid att andas, tid att tro";"Som en sommarnattshimmel
Står jag andlös och fri
I en solnedgångs skimmer
Blev det sant, blev det vi
Allting blev så lugnt
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Låta känslor gro
Tid att andas, tid att tro
Ta mitt hjärta försiktigt
Låt det hinna förstå
Att det blev vi två
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Låta känslor gro
Tid att andas, tid att tro
Tänk att första kärleken blev allt
Tänk att drömmarna blev sanna
Ingen kommer nånsin älska mer än mig
Tid att andas, tid för ro
Våga hoppas, våga tro
Jag ser bara dig, du är allt för mig
Tid att andas, tid att se
Allt som livet har att ge
Tid att andas, tid att tro"
"Sara Lumholdt";2011;"Enemy";"You kept me holding on
I'm always the last to know
Uhh, yeah
When I saw you out with her
I was torn in pieces
Felt like something died inside me
And I never find the words
Never know the reasons
I just put it all behind me
But before I go
I want you to know
Just how much I loved you
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
After all the things we shared
All our times together
After all the nights you held me
If you really didn't care
If we're lost forever
(If we're lost forever)
Baby I thought you would tell me
How could I be blind?
Was it all a lie?
Did you ever loved me?
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
Uuhh, uuhh
The last to know
Will it ever turn out right
When our love was sended
Will I ever always be a last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know";"You kept me holding on
I'm always the last to know
Uhh, yeah
When I saw you out with her
I was torn in pieces
Felt like something died inside me
And I never find the words
Never know the reasons
I just put it all behind me
But before I go
I want you to know
Just how much I loved you
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
After all the things we shared
All our times together
After all the nights you held me
If you really didn't care
If we're lost forever
(If we're lost forever)
Baby I thought you would tell me
How could I be blind?
Was it all a lie?
Did you ever loved me?
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
Uuhh, uuhh
The last to know
Will it ever turn out right
When our love was sended
Will I ever always be a last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know"
"The Playtones";2011;"The King";"Makes the dance look cookin'
Makes the hot girls lookin'
And he couldn't tell you how
Everybody get's up raise their hands
There's a party and it's startin' right now
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him The King
He's The King
See the way he's walkin'
Makes them girls stop talkin'
All them brothers asking why
He can make the ladies lose their minds
Never needs a second try
And so they cry, and so they cry
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him
The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
They call him The King
He's The King
He's The King
He's The King
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him
The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him The King
That's why the girls call him The King
He's The King
He's The King
He's The King";"Makes the dance look cookin'
Makes the hot girls lookin'
And he couldn't tell you how
Everybody get's up raise their hands
There's a party and it's startin' right now
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him The King
He's The King
See the way he's walkin'
Makes them girls stop talkin'
All them brothers asking why
He can make the ladies lose their minds
Never needs a second try
And so they cry, and so they cry
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him
The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
They call him The King
He's The King
He's The King
He's The King
They call him The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him
The King of moonlight, The King of dreams
They call him The King of hearts, that's why they scream
The way that he dances yeah, the way he moves his feet
That's why the girls call him The King
That's why the girls call him The King
He's The King
He's The King
He's The King"
"Shirley's Angels";2011;"I Thought It Was Forever";"(I thought it was forever)
The night before you came
My world was full of emptiness and shame
The horse you rode looked white
But was black as tonight
Oh
We looked the perfect pair, oh
We were the two who'd never see despair
The envy of the crowd
Now we're lost in the clouds
Oh
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
I knew it from the start, ey
I knew you'd be the one to break my heart
How can I be consoled
When I've lost all control
Oh
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
Oh oh oh oh
When I turn around
Am I gonna get the wings to fly
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
And I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
(Thought it was forever)
I thought it was forever
(Forever and ever)";"(I thought it was forever)
The night before you came
My world was full of emptiness and shame
The horse you rode looked white
But was black as tonight
Oh
We looked the perfect pair, oh
We were the two who'd never see despair
The envy of the crowd
Now we're lost in the clouds
Oh
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
I knew it from the start, ey
I knew you'd be the one to break my heart
How can I be consoled
When I've lost all control
Oh
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
Oh oh oh oh
When I turn around
Am I gonna get the wings to fly
I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
Our place was in the sun
What God had joined together
Now that's all undone
And I thought it was forever
I thought you were the one
Our love was now or never
We had just begun
And I thought it was forever
(Thought it was forever)
I thought it was forever
(Forever and ever)"
"Sebastian";2011;"No One Else Could";"You see, there are times when the doubts get to me
There are days when my mouth just won't speak
When the world seems to love that I'm weak, that I'm weak
You'd always come through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could
You know, there are feelings that I never showed
I have fears that nobody will know
There is sadness that grows from below
But I know
You'd always come through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could
(That no one else, like no one else)
When nothing works and nothing fix and nothing turns out good
You'd always come through, you'd always stayed true
When no one else would
And I always believed you'd be covering me
When no one else would
You'd always gone through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could";"You see, there are times when the doubts get to me
There are days when my mouth just won't speak
When the world seems to love that I'm weak, that I'm weak
You'd always come through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could
You know, there are feelings that I never showed
I have fears that nobody will know
There is sadness that grows from below
But I know
You'd always come through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could
(That no one else, like no one else)
When nothing works and nothing fix and nothing turns out good
You'd always come through, you'd always stayed true
When no one else would
And I always believed you'd be covering me
When no one else would
You'd always gone through, you'd always stayed true
When no one else would
You'd die for my sins, you'd fix everything
When no one else could
And I'd always believe you'd be covering me
When no one else would, no one else could"
"Sara Varga";2011;"Spring för livet";"Du säger att du har förändrats
Att du aldrig menade att slå
Du säger att allt har förändrats
Om jag ville så skulle jag förstå
Man skadar inte den man älskar
Vilket du faktiskt säger att du gör
Jag lever med mina minnen
Och sår som ingen kan se
Jag lever med mina minnen
Försöka glömma är ingen idé
Man skadar inte om man älskar
Vilket du faktiskt säger att du gör
Spring för livet om det är dig kärt
Att slå tillbaka det är det inte värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Du skadade hela mitt väsen
Du sa att jag alltid gjorde fel
Du klagade på hela mitt väsen
Tills jag inte längre var hel
Man skadar inte om man älskar
Vilket du faktiskt säger att du gör
Spring för livet om det är dig kärt
Att slå tillbaka det är det inte värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Och jag älskar livet
Det får du inte ta ifrån mig
För om nu hat är motivet
Så finns där inget hat hos mig
Spring för livet om det är dig kärt
Att slå tillbaka det är det aldrig värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Det ända du kan göra är att gå";"Du säger att du har förändrats
Att du aldrig menade att slå
Du säger att allt har förändrats
Om jag ville så skulle jag förstå
Man skadar inte den man älskar
Vilket du faktiskt säger att du gör
Jag lever med mina minnen
Och sår som ingen kan se
Jag lever med mina minnen
Försöka glömma är ingen idé
Man skadar inte om man älskar
Vilket du faktiskt säger att du gör
Spring för livet om det är dig kärt
Att slå tillbaka det är det inte värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Du skadade hela mitt väsen
Du sa att jag alltid gjorde fel
Du klagade på hela mitt väsen
Tills jag inte längre var hel
Man skadar inte om man älskar
Vilket du faktiskt säger att du gör
Spring för livet om det är dig kärt
Att slå tillbaka det är det inte värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Och jag älskar livet
Det får du inte ta ifrån mig
För om nu hat är motivet
Så finns där inget hat hos mig
Spring för livet om det är dig kärt
Att slå tillbaka det är det aldrig värt
Du kan inte förändra
Du kommer aldrig förstå
Det ända du kan göra är att gå
Det ända du kan göra är att gå
Det ända du kan göra är att gå"
"Eric Saade";2011;"Popular";"Stop, don't say that it's impossible
'Cause I know it's possible
Though I know you never look my way
I can say; you will one day
I can say you will one day
I will be popular, I will be popular
I'm gonna get there, popular
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
I'm gonna get there, popular
Spread the news I'm gonna take the fight
For the spotlight, day and night
I can take this to the number one
Be someone, before you're gone
Be someone before you're gone
I will be popular, I will be popular
I'm gonna get there, popular
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
I'm gonna get there, popular
Oh, pop, oh pop, oh popular
Oh, pop, oh pop, oh popular
Oh, pop, oh pop, oh popular
Oh, oh-oh-oh
I will be popular, I will be popular
I'm gonna get there
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
Popular";"Stop, don't say that it's impossible
'Cause I know it's possible
Though I know you never look my way
I can say; you will one day
I can say you will one day
I will be popular, I will be popular
I'm gonna get there, popular
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
I'm gonna get there, popular
Spread the news I'm gonna take the fight
For the spotlight, day and night
I can take this to the number one
Be someone, before you're gone
Be someone before you're gone
I will be popular, I will be popular
I'm gonna get there, popular
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
I'm gonna get there, popular
Oh, pop, oh pop, oh popular
Oh, pop, oh pop, oh popular
Oh, pop, oh pop, oh popular
Oh, oh-oh-oh
I will be popular, I will be popular
I'm gonna get there
My body wants you girl
My body wants you girl
I'll get you when I'm popular
I put my hands up in the light
You see me dancing for my life
I will be popular, I will be popular
Popular"
"Melody Club";2011;"The Hunter";"I hear the sound of heartbeats
That's fading into emptiness
Throughout the night I travel
In the distance with my loneliness
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
Inside my heart it's wretching
I am longing for real wilderness
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
All this time on my own
I never thought that I could feel sorrow
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of";"I hear the sound of heartbeats
That's fading into emptiness
Throughout the night I travel
In the distance with my loneliness
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
Inside my heart it's wretching
I am longing for real wilderness
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
All this time on my own
I never thought that I could feel sorrow
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of
Finally I've become the hunter
Hunting for the love I am worthy of"
